Number 317, Extreme,010000040040025000007100002000000850000400000526700010400003600000610080090000020
Number 318, Extreme,070000030090000800400703200000306700087040620009502000005201003006000080030000000
Number 319, Extreme,062000100000054900005060003010000300000005040008000020600030700001640000083000690
Number 320, Extreme,100040003006000050200605000072010300400070002000030840000203000040000200900050000
Number 321, Extreme,000900030000501000008070120042000705190000062005000910079080300000703000050000000
Number 322, Extreme,902600004500900000036000000350702060008000200060301089000000950000009002400003806
Number 323, Extreme,200001080600000019000050000000780060007502300060030000500040000170000045090800006
Number 324, Extreme,040097060050000700700000901000040600400600013008020000105000008009000030030010050
Number 325, Extreme,350000080000308000007900201006000004209010306400000100003006500000509000090000018
Number 326, Extreme,050700000002400010100020007046005000020109070008600350800030002030000900000007030
Number 327, Extreme,080010000200000006503040209005000300000709000004630000008090103100000004000050090
Number 328, Extreme,360409000009000030500000209090041000007602500000530090706000004050000800000207015
Number 329, Extreme,000087000800401900090500010084000056000000000052000790060000020009800005000130000
Number 330, Extreme,700000003000601000020030060600000809070050040908000002010020070009806200000000005
Number 331, Extreme,074000000300240705500008030000350800000000000007012000020400003801025009060000280
Number 332, Extreme,600800004000000260357000000000009603290050018804700000000000530083000000100007006
Number 333, Extreme,002000504003840000000060390000000760100080002064000000075090000008076200200000100
Number 334, Extreme,002800600010900020500002700005010890000060000048090200003400002020009050006003400
Number 335, Extreme,070001000400800001005002006010965200000000000009274010200500700900006008030100040
Number 336, Extreme,000090020000008300007200608400005090050000030090600001706039000004800000010050000
Number 337, Extreme,000069000600700030004080500400000698067000450205000003006070300030006004000310000
Number 338, Extreme,000000100000060027020703050700600002000000049600008003090204070140030000002000000
Number 339, Extreme,002649080900000000040020050600000500014508360000000004090080030000000005020374100
Number 340, Extreme,001800000580000090024000300000071080000906004050420000037000420010000073000007500
Number 341, Extreme,004000070000300080250080034006400900000109000002006300010040026060005000020030800
Number 342, Extreme,009300000005010430000004600200400006040020050600009007000800001010040800000002300
Number 343, Extreme,040670030700000001008100400006020000000801000000050200003905700100000004070030060
Number 344, Extreme,040060010052040700007000005000004000001708200000200000500300960009020050070080000
Number 345, Extreme,000080540700902001020000000049003680000000000000400900070000030000507009061040000
Number 346, Extreme,004750001003200700006000940000400010000378000060000000029000500007000100100092400
Number 347, Extreme,060450010000108000019000600600300001053000490900005003002000760000702000080000040
Number 348, Extreme,000005040063900570100002009000070600510000038006050000600800004084007920020600000
Number 349, Extreme,004820600090400000000000083080600540003010700049000000960000000000000050000081300
Number 350, Extreme,007100800090002010000980000065000002082400960400000350000035000050700020004008000
Number 351, Extreme,600100008000000000204300170008704290000000000079203500036007801000000000100609005
Number 352, Extreme,000902070070100005000076400104000900500090004003000106007210000200003090060705000
Number 353, Extreme,000020040009005600620000700908600500000000080703009002006000073005200800010080000
Number 354, Extreme,020000009003096000001500070006030907000409000008010400070008040000170800600000020
Number 355, Extreme,030006040020070000001003900000007000740012069003800000008600100000020050060700020
Number 356, Extreme,000100008000080305040030070007005902010000050402800700060070040703000200100003000
Number 357, Extreme,000016005300000024000730000004800053800000006590007800000079000230050009900640000
Number 358, Extreme,000020080004900205300060001000570060001000000070031040500080003809006000060000000
Number 359, Extreme,001080700400000905000205001080100000006000400000803010700908000209000007004030200
Number 360, Extreme,000500020780090040060030007910000200000000000002000083600080050400320079090005000
Number 361, Extreme,000070901000000000070908030400300050080000690610005003030207040005000000706010000
Number 362, Extreme,050000012008607900002000000030702090001090400080103050000000500006904300490000070
Number 363, Extreme,060102000040070000900500002080900020005000604097004010100005007000030060000801050
Number 364, Extreme,009061500010000079000000000405970002000804000300025704000000008630000050007350100
Number 365, Extreme,070086050009000300000100006004900600000008000005004700820007009003000400000230010
Number 366, Extreme,000068000070000080400500002290000006007903500300806094500002003020000040000750000
Number 367, Extreme,009080100020006080003000000000607040000000000087501030001000307060900050008050900
Number 368, Extreme,400000075000200000030070620500900000740103002000006008008060090000007030090000006
Number 369, Extreme,000702310000006200000090040700000500541000623009000004060080000008600000035147000
Number 370, Extreme,008100069090075810000000200400000005007080300800000006006000000003790020780003400
Number 371, Extreme,032100400100040000040090050004500600000000000007030200020050060300070008005008370
Number 372, Extreme,012090000800600000003071200009700402030000060206003100000460900000002004000030570
Number 373, Extreme,041002600500000000007091300090005040200060007010700060005610000000000005002800010
Number 374, Extreme,500030090000060740900008000000200605000000000802009004100000009064800000050010002
Number 375, Extreme,040620008003000700600000004000700000086050930002806000800000009001000600900034010
Number 376, Extreme,900000008010070006420500030075000300000010000009000840050004081800020070000001003
Number 377, Extreme,570010063300060102000000000008001200000532000004600500000000000103070006780050024
Number 378, Extreme,009260700000003000030750002500030008002000900300080001900070010000800000001026305
Number 379, Extreme,005000602008030700000600043001004500500902008009100300050008000006010200802000900
Number 380, Extreme,400000008010009006605000000001096000007301200000780400000000302200508010106000005
Number 381, Extreme,005490000000000007020003640000280010000109000080047000058900470100000000006054300
Number 382, Extreme,030050014000000902100000700050040036000507000810020070908000001401000000300060040
Number 383, Extreme,076090050500000800200000061009100000000400000000203000800000006003001007040080290
Number 384, Extreme,090020180500004206000100000950000000008010300000000047000003020400500003062070090
Number 385, Extreme,003060710700200003000000000004600030100020008068005100000000000500400002041080300
Number 386, Extreme,900000020000300000046500080500060000010080040000040003050008900000001760120000008
Number 387, Extreme,004100300600004000000680500500010043038000100420090008005042000000700005003001700
Number 388, Extreme,000007001010009080906003005500900006030010040400006002100600204060300090700500000
Number 389, Extreme,050200000090000720800076000005092400000010003007500800000160008021000090000005030
Number 390, Extreme,530080970000070004000906000050000007702000601100000090000203000600050000024010085
Number 391, Extreme,009002800400090007010005000060070040007010000050000090000603000900050002006400300
Number 392, Extreme,200000000018000730000683000300006070040020180080700004000961000050000410000000000
Number 393, Extreme,020500076100006002040209080300100000070000090000005008080602050400700000600003020
Number 394, Extreme,000004650020000080000010007003602000007005200000807540400080000000000020036000009
Number 395, Extreme,000070390800060400000002000078000003043100706600000850000300000001020009062080000
Number 396, Extreme,050078300020500000600030004090700000076800500000006070200000009000005040009180020
Number 397, Extreme,007003080000705000005040030800094001000000000400130006090060300006001000010050900
Number 398, Extreme,000000003000006450000020060027003000009402608000600920080090000090730000500000000
Number 399, Extreme,600000020050600000200003001000130040090080050010096000800900605000002080170000003
Number 400, Extreme,100400009008700030000200100003020970080000010067040500001000000020005800700004006
Number 401, Extreme,708000009002006700300001062000540000290000075000002000180300000007200300400000501
Number 402, Extreme,000160000000300070800000349500002700007000200104700003391000007060001000000093002
Number 403, Extreme,800600000520000800041500090070001080000080700050900020090007210004000006000009008
Number 404, Extreme,080300040000040200000102008004009800806000100002400500600900000001070300090003020
Number 405, Extreme,040701080500060000000000407002006500600000008001200700109000000005420001020108070
Number 406, Extreme,900050000060302000005901800603000054000000000240000706007003680000204010000070009
Number 407, Extreme,408000700500090068000000090000003006600784001700600000080000010370010005004000607
Number 408, Extreme,050000040009070105000403000006000901000206000503000000070309500905020600040000080
Number 409, Extreme,060000020002306100000007680100700008807000506000002009039400000008103900040000050
Number 410, Extreme,040050830600007020000400000070560089900000001380071060000008000010200008092010070
Number 411, Extreme,000010040000006500040800760082300004400060005900008230053009020009500000020080000
Number 412, Extreme,200000008050003410000005007030600000608007200000012090800900000074000030300000005
Number 413, Extreme,002009000900001004400520600730000009095000840100000030009013005300200006000800400
Number 414, Extreme,006090800140080000300200000000500002609020704700009008000007003000050010007010900
Number 415, Extreme,103000200000056800080000040300905000200060001000301002050000030002670000008090706
Number 416, Extreme,000507630060324000000000005030005020021000780090600050800000000000743090054208000
Number 417, Extreme,000400080006000409090000020300080001020309060500060200000000095803000100040001000
Number 418, Extreme,980020010005708000300004000700000006006502900450000001000300008000807200090000063
Number 419, Extreme,000001070060090281700000905300800000008050400000009002907000006632040050080600000
Number 420, Extreme,005702000670040000908000000009031000540000001003080400000000604000020087000605100
Number 421, Extreme,000509000009070800706302005072000009100000006600000730200400600004050100000108000
Number 422, Extreme,000900010090020530007000008000500007006107300008006400500000800062050040010009000
Number 423, Extreme,907000001080010400164000002050801040000000000070905010000000059008070020200000106
Number 424, Extreme,000007090300040020400000705020870040005402100000053060106000003080030001030700000
Number 425, Extreme,090030000400080290005002400020043900070000060000800040007500300030090005000060010
Number 426, Extreme,002090800040703900000000034790000600000010000008000053680000005009002040001030000
Number 427, Extreme,040008000300000007009050400073100950000000000054002710008000100230600000000900080
Number 428, Extreme,000305008050000079002060001010004700000020000003700020300010800620500030500403000
Number 429, Extreme,001900000004300000080070090070000005008506300100000040090030070000001004000400050
Number 430, Extreme,060000050300900200040010080000720000025308690000059000010080070402007005050000060
Number 431, Extreme,000560000004000609700030100000006340009000200026370000100090003502000800000045000
Number 432, Extreme,900503200007908400000000000010050000060000040009070810000000000004806390001007005
Number 433, Extreme,001000900600000080900507002200400000070605040000001308400209003890000004007000800
Number 434, Extreme,860000030300008105000702060000070000007000900600180000090804000500300004020000096
Number 435, Extreme,040800200000050000786000400003000910000903000062000004000000183000070000008204060
Number 436, Extreme,800000000020090053000604270050000000002805100000001060037900000001070040000000008
Number 437, Extreme,240000005083600200006000000000054000920030048000810000000000400009007010830000096
Number 438, Extreme,001304900090080070000005020004030200900000003002051600020500000030000010000406500
Number 439, Extreme,006000090800050020000604038003000000080369050000000700910705000060010004700000500
Number 440, Extreme,700010009085000300000207000008900000000060000050003610000304000004000050609020004
Number 441, Extreme,090007040004090100700050006000005002028000460400900000200030008006080500051400030
Number 442, Extreme,009000001800003000070002006005400200200060807001005000400600030000700009900000608
Number 443, Extreme,000907080060400000007030040910000050600000003054000106040020700000003020030105000
Number 444, Extreme,800000004020719003000000070000200900000150060003007000050000000960803050200000008
Number 445, Extreme,900000000800065200015080300000002040140000029090400600007010950001520003000000008
Number 446, Extreme,000100050003065800060700000105000600030000010007000304020004083000630200090007000
Number 447, Extreme,060005800030148000020000040082000503070000080406000210040000050000492030003500060
Number 448, Extreme,000060008507000200000001000092005000600030009000800450000200500100000704900040600
Number 449, Extreme,004003095970002000000000800090040520800000006061080030007000000000100080015300200
Number 450, Extreme,010090085300000000005603000000036100080000060000215000007402900000000004920070030
Number 451, Extreme,210003080000070040005206000000000003300805012900000000000604100020050000070901050
Number 452, Extreme,300002005000300090067000430030405000200801009000006010075000920080007000400200000
Number 453, Extreme,020007130007800600800050002100030000008000400600040007700080009002004500051900070
Number 454, Extreme,002900041600170800900200006000000400070801050008000000000007004001000009790003000
Number 455, Extreme,504009002002000006710000900000030004057000820900010000006050089100000000400800603
Number 456, Extreme,014200600906000402000060000000500300020319080005008000000030000703000804009002130
Number 457, Extreme,000800000034600900800020304200000408040000020103000007701090005069007040000006000
Number 458, Extreme,000000100000300009030400070108000046306801700970000803080007050200005000007090000
Number 459, Extreme,400000006000206030070010000700090100030108040001020803900080070080702000300000002
Number 460, Extreme,009600000260008900700010000610000030007000600050000087000050006004100253070002100
Number 461, Extreme,410068000300020000060009020001000200900100007007000800050000040000050068000740052
Number 462, Extreme,000200700708901000020000004002030009100400003400050200200000008000603501009008000
Number 463, Extreme,080020000006800050700904000950000000460509080800000070000203001020008400000000090
Number 464, Extreme,200100700804070300060000080006900000400020005000037600020000060001050009003004007
Number 465, Extreme,002000600041005007705000001000200008000409000300001700500003009000600240007000300
Number 466, Extreme,004301020700000004000094000300000500509608203007000009000900030900000001010205700
Number 467, Extreme,100806002000000010008090000500000096009504300320000001000020100070050000800307004
Number 468, Extreme,508000690700009508600000007000704000070000056000103000800000003406200005009000402
Number 469, Extreme,000158000010000507000000004000007009080004023700920000800000001206000040000763000
Number 470, Extreme,000010359000004100000000026001500040000608003060007800640000000007400200952060000
Number 471, Extreme,003060090009405008600003005000000670890000012026000000900200001300601200080030000
Number 472, Extreme,400300107000801362000500000020005600000000040005600020000003000572000000906002001
Number 473, Extreme,000060004806200000057000090014000000600307001070000680040000100700006402300010000
Number 474, Extreme,002600500007000061000140070400700000060050020000003009090037050030000900005000800
Number 475, Extreme,706000900140090000000007006080930010030000050010075080400300000070010094003000105
Number 476, Extreme,004508300009030052000000000002900507400000003900047200000000000230090100007601000
Number 477, Extreme,530900060080700090900001000000006080078000630090400000000100003050003040000604052
Number 478, Extreme,500100004002005000680000050004002003000680000100703500020000078000400300300001006
Number 479, Extreme,200700500000801000050409010009000680020000070003000400010904006000302000004008007
Number 480, Extreme,050038007000604000001000400080500090005000600020007580007009800000306000100870050
Number 481, Extreme,005004003300801000008000700000400105750000089901005000007000601000703002100200000
Number 482, Extreme,003806504050020000000003000010400000009050400000001920000600000600010070105904800
Number 483, Extreme,100090068000000000000260004600009701502000300801700005400013000000000000260950007
Number 484, Extreme,000084010700060400006105000060000090804000305070000060007002900005090003090650000
Number 485, Extreme,006020908100900000072031060003600000000090000000005600060350720000004006205060100
Number 486, Extreme,060304010900000000000010072070040005000906200000080030450020000700000008080701020
Number 487, Extreme,000020003000001000004060827501000390070000080032000706605090100000603000800010000
Number 488, Extreme,000040096000301000020070400307000500000907000008050709006030020000406000453080000
Number 489, Extreme,000009100230507006000040009090000031503000007470000060300080000700906084008400000
Number 490, Extreme,000400000408000006100079200065100070900000002010003060009820004800000507000007000
Number 491, Extreme,000090100080000060630082040000530006000807000800029005040270083020000090007000000
Number 492, Extreme,000000000710000006800240700402500600000000000000007908206075001390006027000000000
Number 493, Extreme,000073900000290070030000006500040007009000650200100004700000040080010000002960000
Number 494, Extreme,020004900004000010700520806109050000000080000000070103600003007090000300008100020
Number 495, Extreme,072000640000010000009000105000309086008000700500006000205000801000040000016000570
Number 496, Extreme,400600802302090004090000000900034000050000060000520007000000070503060109600001008
Number 497, Extreme,500020000000700090004000000010405080206000409070208030000006800930002001000040000
Number 498, Extreme,400090002007000900000043080060800000700204003000006010020380000048000200900020005
Number 499, Extreme,720000001000001400000080690057040800400000060003090210012060000006300000800000056
Number 500, Extreme,500000070100000308000763000003009506070000020205600007000016000309000002040000003
Number 501, Extreme,000090000050001400007000503004010008060905030700080000205000680008704010000000000
Number 502, Extreme,300050004002009008070100000006500802020000010004002600000095020400200500000030007
Number 503, Extreme,070104000310060000000000004280350001090000020100070096800000003000080042000507010
Number 504, Extreme,000400807000000090530090060200786001000000000100209006080030059050000000901002400
Number 505, Extreme,204009501050000070703000020000060007002807900500030000030000205000000090105700603
Number 506, Extreme,080902100021000090400000008000130700000050006007049000100000003090000580000304060
Number 507, Extreme,500002608700401000103080000004003000070000020000500700000040102000305000801000005
Number 508, Extreme,000060500000700002830000000002080406080007000001000200026000074400003000005020000
Number 509, Extreme,400000000030100050002030708003005000204000109000800500305080200020006070100500000
Number 510, Extreme,040000980005040703009200000000920000020861040000074000000005800308010200060000030
Number 511, Extreme,009010300002306000000000005060000809050700000400200060100020000000601700007090600
Number 512, Extreme,000000000030040020000106500600400009070658030800003007004005000090020070027000000
Number 513, Extreme,008100600050000098000090030001070006000802000500000900010000000470003080002906400
Number 514, Extreme,200740090036920000000008000603000070090600000050000409000500000000061340080009006
Number 515, Extreme,900020040000450100600090007804000070000307000000000903700010004009034000080000005
Number 516, Extreme,000007005009000300280050006090080000002000600060020970100070023004800100700000000
Number 517, Extreme,009080602500300400000900000001000003273000965000000800000001000705003008408020500
Number 518, Extreme,010903000083004050904000000008060020030402080020090100000000508090700210000109040
Number 519, Extreme,001400700050007090000008000010000563000040000726000080000200000090600270004089600
Number 520, Extreme,008500690163000580700000000000600004300090008600002000000000005039000816017004300
Number 521, Extreme,400003000025090136090000000000610402010000060207084000000000050109040820000300004
Number 522, Extreme,000060000000200180003901500076400005040090070100003240001709300025008000000020000
Number 523, Extreme,500000000062030800080000260605007000000002070000480300051000080008070490000000007
Number 524, Extreme,006090001200000090059008260000009050008000400040107000065900870030000000800050300
Number 525, Extreme,070010000003209000024050100060000200000682000005000010002030670090708400000060030
Number 526, Extreme,074005030000800020000091000900004008000060000403900007000240000060007000042300710
Number 527, Extreme,800030002010625040000000100680000300050702080009000065005000000030574000200010003
Number 528, Extreme,090062000001000005000100240000300006930050001700009000052007000400000600060980020
Number 529, Extreme,002060000009570600040000090050090000004307100000000080020400010005019700006020300
Number 530, Extreme,070020000800005000562000308010000800390070016006000090901000287000700005000030060
Number 531, Extreme,048307000900000000006051070709000300000208000005000406070093200000000001000805060
Number 532, Extreme,970010000060004000480070060000007003800000001300600850020060087000500090000020015
Number 533, Extreme,026000084804060500500000000080003400000104000005600020000000007003050901760040300
Number 534, Extreme,003067004090000007007903500500000000000308000000090008008204900400000010050780400
Number 535, Extreme,001009004076040380000306000000007003004060800500100000000602000095070120100900400
Number 536, Extreme,900830005008000709050079040009600000002000500000008100090010070203000400500026001
Number 537, Extreme,009000000600107900807500003000704120000010000046008000400003709002906000000000000
Number 538, Extreme,203007004060000390000003000790300006005704800400005002000800000051000020800200401
Number 539, Extreme,200900000058006100030018070063000800800000005005000320020460090000300450000009003
Number 540, Extreme,600300002000009070009060800000002508008050400502100000006040300070500000490001005
Number 541, Extreme,000000010306007400000900002903008005400000006000700104500401000007300600040200000
Number 542, Extreme,000003901000060080400001002070000804060000010103000050600700005030050020009640000
Number 543, Extreme,400930080800006003000000510000405300900010007001209000068000000100300005090087002
Number 544, Extreme,400010006000020510009005400620000087000080000830000091000200100018050000200070009
Number 545, Extreme,042070030000804000000010070008000507020000090605000100050030000000201000034790680
Number 546, Extreme,005280100010000005908000400400038000002400500000920004009000300800000010000061700
Number 547, Extreme,000085104000600080000709600060090070004000902010030040005007000020003000103820000
Number 548, Extreme,004300600650108020000060000305000006100000009700000402000070000080009015001600200
Number 549, Extreme,709003806000090700040706000000000008070209030500000000000314090006020000007900201
Number 550, Extreme,004500020012400300000090070000069000103000409000320000000040000081000540090003700
Number 551, Extreme,050004089070030000006000100000083500810702030005140000007000400000020050080300060
Number 552, Extreme,700010009000304100020900080500000060030050040064000007080007030002801000000060004
Number 553, Extreme,005400900040005060900002030000000008060003050200640000070200003000500070003007800
Number 554, Extreme,052000169000209000000060030409000020005804900070000806030080000000107000127000680
Number 555, Extreme,740010000200508000008000200003607801100000009005201400004000300000405002000060074
Number 556, Extreme,002000030070010500500907000780400093000060000310009006000806000005030040030000600
Number 557, Extreme,170000039000015006002400000340000065000000000060004087000008900200390000700000010
Number 558, Extreme,081076000090502008002000600030000000908105204000000050004000300700001060000750420
Number 559, Extreme,000948600902000400000200370500070006000804000300050007063001000007000103009327000
Number 560, Extreme,307020504020000000005070008086004000000705000000600030100050300070000090204060105
Number 561, Extreme,000090000020400060870000501700005600009060030006300008608000047040002010000000000
Number 562, Extreme,009100300050067040400000000640091000800306001000750086000000004020630010008009200
Number 563, Extreme,000509000005430070000080003530000020048000010020000068300050007050016900000304000
Number 564, Extreme,087903000600080000400000036003000901060000020804000600040000005000620007000701380
Number 565, Extreme,480010600067000500100000070005030000070104030000000702090000007000000160004060093
Number 566, Extreme,700016030030000000600002007408100000070000040000005206900008002000000050020730008
Number 567, Extreme,020000050007009400068004100001080705000000000406070300009200810003900000010000230
Number 568, Extreme,000600057005400100300000000700908400004000300000170002000010008001006200430005000
Number 569, Extreme,000009100010073050004010000009006804000000000603700200000020700050040090008907060
Number 570, Extreme,000103000000000700705200801070820000500000009000039080903007608006000000007904100
Number 571, Extreme,300000080000090050000104060400005000006010800700906003070602000020000000040000037
Number 572, Extreme,000006004700003000010080060500000100000135000006000003080040090470900015900700000
Number 573, Extreme,000305000706080500000170020900000035007020600020000001090041000005000400000803000
Number 574, Extreme,400002008090000200000945000020000800009861300003000090000624000004010020700000003
Number 575, Extreme,103400600000000000070650200084009000630000010000300420009020040000000000007001306
Number 576, Extreme,800205004600800090000000000020090030590000048070080010000000000030009407200708009
Number 577, Extreme,600000308000700004010050020500091006000802500900070000050060080300009000401000005
Number 578, Extreme,380007000002050000700200104200780006010000090500092001903005008000010200000900047
Number 579, Extreme,000070100010205096400000008001000800000369000209000500600000002070008030004090000
Number 580, Extreme,050004108000010026007800400000308000009040000000509000003006900940030000708900030
Number 581, Extreme,000065100200407508000000020600080302001000400509020001050000000402103007007900000
Number 582, Extreme,300900601001000700060000090006740830000800000087013900010000080005000100203004006
Number 583, Extreme,200005000009060000080030070920000310070201050008000046050000030000000500300700008
Number 584, Extreme,000005060000020900690107080004000210500000003032000400010400029007060000000300008
Number 585, Extreme,000900100010703049000000620900604000400000007000200004693000000050302010008009000
Number 586, Extreme,004000703500000080003802000000054600300060004006270000000105900095000002802000300
Number 587, Extreme,017008200080003001900010008000500020030070060070009000100050006700900050002000180
Number 588, Extreme,070000040200010030000607005090000007008000100400000093900201000050090060040005070
Number 589, Extreme,500000062400090000000103000807200300000006000006010208000401000000080000240000039
Number 590, Extreme,000000001900708000270000960054900000000610000000003170091500046000800002300000000
Number 591, Extreme,000809300308070600200000000001304580000000000093701000000000001004060802706908000
Number 592, Extreme,090203000086000090000000000000069700004705060001300000000000000050000820000804316
Number 593, Extreme,030000060002506000006980510049000070000010000060000950008047300000208700000000020
Number 594, Extreme,001006500800000000605913000000090071097000380160080000000148702000000005004200800
Number 595, Extreme,600030004010000030080000215006500000000708000000004900259000070000080020800060000
Number 596, Extreme,000070060800100009000600210980000100005090400002000087050037000700004005030020000
Number 597, Extreme,000000700008500010060103050010025400009000100000400030070906020020007305005000000
Number 598, Extreme,900300000040005000002046700038000900100500008009000150004620800000400090000107003
Number 599, Extreme,708009000000800000100203004840000061000000000962000053400306008050001000000500609
Number 600, Extreme,000000070007025390400001000009050000230109085000060200900800002028590600050000000
Number 601, Extreme,041690070000000102000010040006400700100806005005007300060080000307000000010074650
Number 602, Extreme,006507300007020046800000000600003008010000030500400007000000005240060803009705200
Number 603, Extreme,007201000050000080040050100400090056000034000080010003008060090090000020000709300
Number 604, Extreme,090070020000000000640100005062500300007020900039008050500001048000000000080040030
Number 605, Extreme,000000000900000060020075038004080007080053010300060500060210070070000602000000000
Number 606, Extreme,300508004000002000070010030908000000037000120005000006010040070000100000000806005
Number 607, Extreme,008705000004096000000200040059000870403000905076000210090008000000020100000304700
Number 608, Extreme,000040009030080510600075000400000360000000000017000004000304000095020030800090006
Number 609, Extreme,006731000800009000070060090510020700000000000009080021090070030700500002000192800
Number 610, Extreme,060000070000004000050030900009080500002903400005010300031090250000001000090000080
Number 611, Extreme,400500903700906000600040000008000107004000000907080400000000001000705002503009004
Number 612, Extreme,094200080200007000000500000040000060503000709089000010000005000000806003001009420
Number 613, Extreme,009000600070109005030050020007090100016000380005010200090020010100507090003000500
Number 614, Extreme,000680020006301800040000000700000010210000068060100407000000050007800600000029000
Number 615, Extreme,480010000000000607060005190020009001000824000500000080031400000706000000000070026
Number 616, Extreme,703000000000391000080000000050003200400207609007900000000000010000856040009000508
Number 617, Extreme,006520900005409003100800000071000020800000006000000470000005002300004600002091300
Number 618, Extreme,001540000070080001000600070003800200580000096004000700000000000900010034000034600
Number 619, Extreme,200003801070000060009001400005060000007394600000050700004800900060000010901700004
Number 620, Extreme,000070003506003400009010200600000000007694800800000004005020700002900005900060000
Number 621, Extreme,800000004009040700020506000500000040000060000970008003000873020004090100300000007
Number 622, Extreme,610000083090000607703090005000207000006000400000804000100050200904000030030000091
Number 623, Extreme,671000008000208000800070041300800007040000030900003005590030004000709000700000196
Number 624, Extreme,092000407080900020500000000000090003001342000700010000000000001000608050204000730
Number 625, Extreme,070040020600800050040056008050000000006903200000000060700530080080002006091080030
Number 626, Extreme,010000000000108003603000040000020500780004039009086000060000805300701000050000010
Number 627, Extreme,001069400006800000700005009005206000800000001007104200300500006000001700004690500
Number 628, Extreme,000000009001300600704020500002900050006000700010043900003010002000008000800070000
Number 629, Extreme,000010800100060000006409350002800000500000004000305700084901500000250006009000000
Number 630, Extreme,050200000800050201000060000000320070910000030070096800000070040704000003000005060
Number 631, Extreme,000004003042050000000100000190003000803000502000800034070401000000060780500700009
Number 632, Extreme,010007030000050280000609000200000300036010920001000005000402000068000000050300070
Number 633, Extreme,407000806610080020000600000200450090000090000090072008000005000080020037102000904
Number 634, Extreme,070000000009400073401000090060951040000000000000368050048000509920006800000000030
Number 635, Extreme,005006030900000000004103900006007400019000200003900500001705600000000002040360100
Number 636, Extreme,000001000000090520002450001080000104350000067106900050400063200067010000000500000
Number 637, Extreme,398010407004007600000000000000100006400695002700008000000000000003000800902080531
Number 638, Extreme,800203006000050070060010003300000060001020500040000039400080010070030000500900002
Number 639, Extreme,800200700030050020070000006020740000400000001000106090600500010040080050008000003
Number 640, Extreme,600015004000300000310070008008047100030000040002160800200000051000004000400530006
Number 641, Extreme,200500000083064000010020000300900000006000214000002003000000030000170840000605007
Number 642, Extreme,300200000900001006000097030000006000074000810000800400060720080200900005000004002
Number 643, Extreme,050071003000309000040080060000005090200000006070000040060050010000903000800710900
Number 644, Extreme,000140900000605004000000035580000090000206000040000012860000000100700080004063000
Number 645, Extreme,800000000005040100190002034007500020030000040060007801750000080004020500000000003
Number 646, Extreme,406300509000040060009000200000001050040862030080900000004000600030090000107005308
Number 647, Extreme,070020010500300007063700800000100000400000900000004000007003640600005008020080090
Number 648, Extreme,004000000600020000070600840080003100300207008005100030098005670200090004000000000
Number 649, Extreme,010070060000006000700050408800040200020017040001080005209030006000500000070020030
Number 650, Extreme,010000000002109000305020001001062700500000004006750300200080407800205100000000030
Number 651, Extreme,058070920000620000070000030000400006006000300200005080037000000000016000069050210
Number 652, Extreme,300002008000007200900000070000103400009060500807500006080000004004900000500800003
Number 653, Extreme,000103000007090500100002000009000002400605009700000140000900007000060300000831020
Number 654, Extreme,009003006800000024000090300910070000004000500000080002003060000450008003100900600
Number 655, Extreme,000090004000010300003500986100902000070000060000301007934006500001020000500030600
Number 656, Extreme,000009005760020010098000070002300000040605020000004701070000150080030004100900000
Number 657, Extreme,000050003005009700030102090006000028000000000740000300010700064004600500900080000
Number 658, Extreme,020000030005600100100090500052700000000304000007009050000030005008001900360000070
Number 659, Extreme,790500000018004002040000080600010000500203001000060005070000020900300010000708054
Number 660, Extreme,000000003090007010300009802000090085001000200860020070409508007030400060000000000
Number 661, Extreme,090000008800300051005020400000870000210500073000032000007050600320007005900000020
Number 662, Extreme,000200030050090040007108500608000073010000020390000800002900300040060010000004000
Number 663, Extreme,400060000809000600070000009005630020090802064000071800300000040002000300000040005
Number 664, Extreme,000060007060003080407000001008400000610000098000009500200800009050200010100090000
Number 665, Extreme,108000005004090000000002610000007400080000060037500000001900050002030700800000901
Number 666, Extreme,000005004600021800500070096100000000085000610000050002320000001001460009800500000
Number 667, Extreme,000000097400000800086051400300705021000000000610403000005130970003000005170000000
Number 668, Extreme,000410300020703040080000000000004070300000005060805000000000060051609020609047000
Number 669, Extreme,000900000000870030009002700507030004081020970600090501004500300060041000000007000
Number 670, Extreme,000809003500003000006000902208010300001000600000520400103000800000000009400701000
Number 671, Extreme,200080000090700040008000120076040002000000000520030060047005600080004070000090003
Number 672, Extreme,001605000002000040570040030000009000280050019000700005090080027030000100000506800
Number 673, Extreme,000006000406020701009070008000300040005602100010007000700030600602050409000900000
Number 674, Extreme,000204000000070600845000001080600070960107042010003080600000219008000000000906000
Number 675, Extreme,500009003060080200210050080900400008002000300700008006080060031007040060600100000
Number 676, Extreme,003000900400070002050000040900300500020506070005100000060000020800020009001000800
Number 677, Extreme,040060010100300700005080200200073008400000007700620003002010600000005000000030080
Number 678, Extreme,050000029000127600000000000001090700640030001008050200002000000009804000370000080
Number 679, Extreme,007086403000000000400500071730060500000010000004020080570008006000000000109640300
Number 680, Extreme,001800200203000050050090003000070104010000020605020000500010080030000701009006400
Number 681, Extreme,000601009700800451000000000600703800070000040002009006000000000523108007100306000
Number 682, Extreme,003090060080700000004008201000049002002000700400170000207400500000007000010030470
Number 683, Extreme,900010005007006000035000090002009080008007200050200100020000840000000900400390002
Number 684, Extreme,900000023004700000080420090010290600500000004003005010060041080000002100030000002
